community,community_area,population,category,total19,total20,total21,total22,total23,total24,total25,total26,last12mos,total_prior3years,avg_prior3years,inc_19to25,inc_19tolast12,inc_25tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate24,rate25,rate_last12,rate_prior3years
Oakland,36,7000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Oakland,36,7000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Oakland,36,7000,Liquor License,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,28.6,0,0,0,0,0
Oakland,36,7000,Misc Non-Index Offense,79,77,65,77,95,89,51,3,52,235,78.3,-35.4,-34.2,2,-34,1128.6,1100,928.6,1100,1357.1,1271.4,728.6,742.9,1118.6
Oakland,36,7000,Motor Vehicle Theft,18,28,32,127,202,118,118,18,129,438,146,555.6,616.7,9.3,-12,257.1,400,457.1,1814.3,2885.7,1685.7,1685.7,1842.9,2085.7
Oakland,36,7000,Murder,1,1,3,0,1,2,0,0,0,3,1,-100,-100,NA,-100,14.3,14.3,42.9,0,14.3,28.6,0,0,14.3
Oakland,36,7000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Oakland,36,7000,Offenses Against Family,2,4,4,9,4,5,6,0,4,15,5,200,100,-33.3,-20,28.6,57.1,57.1,128.6,57.1,71.4,85.7,57.1,71.4
Oakland,36,7000,Prostitution,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Oakland,36,7000,Robbery,22,20,32,20,37,23,14,2,14,74,24.7,-36.4,-36.4,0,-43,314.3,285.7,457.1,285.7,528.6,328.6,200,200,352.9
Oakland,36,7000,Simple Assault,52,46,51,58,66,65,52,4,51,183,61,0,-1.9,-1.9,-16,742.9,657.1,728.6,828.6,942.9,928.6,742.9,728.6,871.4
Oakland,36,7000,Simple Battery,108,99,94,102,139,111,127,13,136,377,125.7,17.6,25.9,7.1,8,1542.9,1414.3,1342.9,1457.1,1985.7,1585.7,1814.3,1942.9,1795.7
Oakland,36,7000,Stolen Property,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,14.3,0,0,0,0,0,0
Oakland,36,7000,Theft,91,61,50,85,94,117,111,8,113,322,107.3,22,24.2,1.8,5,1300,871.4,714.3,1214.3,1342.9,1671.4,1585.7,1614.3,1532.9
Oakland,36,7000,Theft Over $500,39,38,40,49,61,52,42,0,38,155,51.7,7.7,-2.6,-9.5,-26,557.1,542.9,571.4,700,871.4,742.9,600,542.9,738.6
Oakland,36,7000,Vandalism,84,83,72,87,144,129,123,20,139,396,132,46.4,65.5,13,5,1200,1185.7,1028.6,1242.9,2057.1,1842.9,1757.1,1985.7,1885.7
Oakland,36,7000,Weapons Violation,22,26,17,37,25,28,34,1,33,87,29,54.5,50,-2.9,14,314.3,371.4,242.9,528.6,357.1,400,485.7,471.4,414.3
Fuller Park,37,3000,Aggravated Assault,22,37,36,24,37,32,27,0,23,96,32,22.7,4.5,-14.8,-28,733.3,1233.3,1200,800,1233.3,1066.7,900,766.7,1066.7
Fuller Park,37,3000,Aggravated Battery,31,38,34,31,42,41,29,0,27,112,37.3,-6.5,-12.9,-6.9,-28,1033.3,1266.7,1133.3,1033.3,1400,1366.7,966.7,900,1243.3
Fuller Park,37,3000,Arson,1,9,3,0,6,1,2,0,2,9,3,100,100,0,-33,33.3,300,100,0,200,33.3,66.7,66.7,100
Fuller Park,37,3000,Burglary,26,18,7,15,17,21,18,0,16,56,18.7,-30.8,-38.5,-11.1,-14,866.7,600,233.3,500,566.7,700,600,533.3,623.3
Fuller Park,37,3000,Criminal Sexual Abuse,4,3,4,7,2,0,2,0,2,4,1.3,-50,-50,0,54,133.3,100,133.3,233.3,66.7,0,66.7,66.7,43.3
Fuller Park,37,3000,Criminal Sexual Assault,10,2,2,5,0,1,5,1,6,6,2,-50,-40,20,200,333.3,66.7,66.7,166.7,0,33.3,166.7,200,66.7
Fuller Park,37,3000,Disorderly Conduct,19,8,2,3,7,5,12,2,13,24,8,-36.8,-31.6,8.3,62,633.3,266.7,66.7,100,233.3,166.7,400,433.3,266.7
Fuller Park,37,3000,Drug Abuse,63,22,12,9,10,13,22,0,21,45,15,-65.1,-66.7,-4.5,40,2100,733.3,400,300,333.3,433.3,733.3,700,500
Fuller Park,37,3000,Embezzlement,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,33.3,0,0,0,0,0,0,0,0
Fuller Park,37,3000,Forgery & Counterfeiting,17,8,2,2,5,3,4,0,4,12,4,-76.5,-76.5,0,0,566.7,266.7,66.7,66.7,166.7,100,133.3,133.3,133.3
Fuller Park,37,3000,Fraud,44,45,37,27,39,28,15,0,14,82,27.3,-65.9,-68.2,-6.7,-49,1466.7,1500,1233.3,900,1300,933.3,500,466.7,910
Fuller Park,37,3000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Fuller Park,37,3000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Fuller Park,37,3000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Fuller Park,37,3000,Liquor License,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,33.3,0,0,0,0,0
Fuller Park,37,3000,Misc Non-Index Offense,115,72,45,52,52,64,63,3,59,179,59.7,-45.2,-48.7,-6.3,-1,3833.3,2400,1500,1733.3,1733.3,2133.3,2100,1966.7,1990
Fuller Park,37,3000,Motor Vehicle Theft,35,41,40,60,93,46,62,6,63,201,67,77.1,80,1.6,-6,1166.7,1366.7,1333.3,2000,3100,1533.3,2066.7,2100,2233.3
Fuller Park,37,3000,Murder,4,2,4,6,2,3,3,0,3,8,2.7,-25,-25,0,11,133.3,66.7,133.3,200,66.7,100,100,100,90
Fuller Park,37,3000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Fuller Park,37,3000,Offenses Against Family,2,1,0,5,1,3,4,1,5,8,2.7,100,150,25,85,66.7,33.3,0,166.7,33.3,100,133.3,166.7,90
Fuller Park,37,3000,Prostitution,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,33.3,0,0,0,0,0
Fuller Park,37,3000,Robbery,49,48,30,30,31,63,56,6,56,150,50,14.3,14.3,0,12,1633.3,1600,1000,1000,1033.3,2100,1866.7,1866.7,1666.7
Fuller Park,37,3000,Simple Assault,48,46,40,41,56,43,39,6,43,138,46,-18.8,-10.4,10.3,-7,1600,1533.3,1333.3,1366.7,1866.7,1433.3,1300,1433.3,1533.3
Fuller Park,37,3000,Simple Battery,129,91,85,79,100,122,104,7,106,326,108.7,-19.4,-17.8,1.9,-2,4300,3033.3,2833.3,2633.3,3333.3,4066.7,3466.7,3533.3,3623.3
Fuller Park,37,3000,Stolen Property,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,33.3,0,0,10
Fuller Park,37,3000,Theft,129,63,53,79,77,75,89,7,89,241,80.3,-31,-31,0,11,4300,2100,1766.7,2633.3,2566.7,2500,2966.7,2966.7,2676.7
Fuller Park,37,3000,Theft Over $500,42,25,22,37,29,28,25,4,27,82,27.3,-40.5,-35.7,8,-1,1400,833.3,733.3,1233.3,966.7,933.3,833.3,900,910
Fuller Park,37,3000,Vandalism,85,70,71,73,64,69,64,3,60,197,65.7,-24.7,-29.4,-6.2,-9,2833.3,2333.3,2366.7,2433.3,2133.3,2300,2133.3,2000,2190
Fuller Park,37,3000,Weapons Violation,29,34,29,59,56,43,37,1,36,136,45.3,27.6,24.1,-2.7,-21,966.7,1133.3,966.7,1966.7,1866.7,1433.3,1233.3,1200,1510
Grand Boulevard,38,25000,Aggravated Assault,69,89,114,107,136,135,97,8,92,368,122.7,40.6,33.3,-5.2,-25,276,356,456,428,544,540,388,368,490.8
Grand Boulevard,38,25000,Aggravated Battery,116,135,123,128,136,115,96,4,94,347,115.7,-17.2,-19,-2.1,-19,464,540,492,512,544,460,384,376,462.8
Grand Boulevard,38,25000,Arson,2,9,7,9,3,3,2,0,2,8,2.7,0,0,0,-26,8,36,28,36,12,12,8,8,10.8
Grand Boulevard,38,25000,Burglary,106,77,69,95,79,131,113,9,117,323,107.7,6.6,10.4,3.5,9,424,308,276,380,316,524,452,468,430.8
Grand Boulevard,38,25000,Criminal Sexual Abuse,21,13,14,9,20,17,11,3,11,48,16,-47.6,-47.6,0,-31,84,52,56,36,80,68,44,44,64
Grand Boulevard,38,25000,Criminal Sexual Assault,22,13,26,13,22,25,22,0,20,69,23,0,-9.1,-9.1,-13,88,52,104,52,88,100,88,80,92
Grand Boulevard,38,25000,Disorderly Conduct,38,25,5,13,17,20,22,5,25,59,19.7,-42.1,-34.2,13.6,27,152,100,20,52,68,80,88,100,78.8
Grand Boulevard,38,25000,Drug Abuse,191,57,32,40,31,27,46,7,46,104,34.7,-75.9,-75.9,0,33,764,228,128,160,124,108,184,184,138.8
Grand Boulevard,38,25000,Embezzlement,1,0,0,2,0,0,1,0,1,1,0.3,0,0,0,233,4,0,0,8,0,0,4,4,1.2
Grand Boulevard,38,25000,Forgery & Counterfeiting,13,17,8,7,10,5,16,1,16,31,10.3,23.1,23.1,0,55,52,68,32,28,40,20,64,64,41.2
Grand Boulevard,38,25000,Fraud,186,207,199,185,174,145,153,10,150,472,157.3,-17.7,-19.4,-2,-5,744,828,796,740,696,580,612,600,629.2
Grand Boulevard,38,25000,Gambling,0,0,1,0,0,2,0,0,0,2,0.7,NA,NA,NA,-100,0,0,4,0,0,8,0,0,2.8
Grand Boulevard,38,25000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Grand Boulevard,38,25000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Grand Boulevard,38,25000,Liquor License,2,1,1,2,0,4,0,0,0,4,1.3,-100,-100,NA,-100,8,4,4,8,0,16,0,0,5.2
Grand Boulevard,38,25000,Misc Non-Index Offense,377,299,297,328,307,325,321,28,313,953,317.7,-14.9,-17,-2.5,-1,1508,1196,1188,1312,1228,1300,1284,1252,1270.8
Grand Boulevard,38,25000,Motor Vehicle Theft,135,178,164,510,625,465,437,33,434,1527,509,223.7,221.5,-0.7,-15,540,712,656,2040,2500,1860,1748,1736,2036
Grand Boulevard,38,25000,Murder,5,6,15,13,5,8,3,0,3,16,5.3,-40,-40,0,-43,20,24,60,52,20,32,12,12,21.2
Grand Boulevard,38,25000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Grand Boulevard,38,25000,Offenses Against Family,11,14,11,12,13,7,15,1,15,35,11.7,36.4,36.4,0,28,44,56,44,48,52,28,60,60,46.8
Grand Boulevard,38,25000,Prostitution,12,8,11,0,0,0,5,0,3,5,1.7,-58.3,-75,-40,76,48,32,44,0,0,0,20,12,6.8
Grand Boulevard,38,25000,Robbery,97,83,100,118,122,91,63,1,54,276,92,-35.1,-44.3,-14.3,-41,388,332,400,472,488,364,252,216,368
Grand Boulevard,38,25000,Simple Assault,212,208,223,204,259,246,262,17,252,767,255.7,23.6,18.9,-3.8,-1,848,832,892,816,1036,984,1048,1008,1022.8
Grand Boulevard,38,25000,Simple Battery,659,497,426,464,567,563,489,27,476,1619,539.7,-25.8,-27.8,-2.7,-12,2636,1988,1704,1856,2268,2252,1956,1904,2158.8
Grand Boulevard,38,25000,Stolen Property,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,4,0,0,0,0,0,0,0,0
Grand Boulevard,38,25000,Theft,522,372,297,360,377,560,460,30,449,1397,465.7,-11.9,-14,-2.4,-4,2088,1488,1188,1440,1508,2240,1840,1796,1862.8
Grand Boulevard,38,25000,Theft Over $500,178,148,154,226,265,241,163,6,158,669,223,-8.4,-11.2,-3.1,-29,712,592,616,904,1060,964,652,632,892
Grand Boulevard,38,25000,Vandalism,345,385,358,431,523,536,466,31,462,1525,508.3,35.1,33.9,-0.9,-9,1380,1540,1432,1724,2092,2144,1864,1848,2033.2
Grand Boulevard,38,25000,Weapons Violation,75,115,139,161,154,148,117,4,106,419,139.7,56,41.3,-9.4,-24,300,460,556,644,616,592,468,424,558.8
Kenwood,39,19000,Aggravated Assault,34,40,37,46,48,49,51,3,48,148,49.3,50,41.2,-5.9,-3,178.9,210.5,194.7,242.1,252.6,257.9,268.4,252.6,259.5
Kenwood,39,19000,Aggravated Battery,38,53,47,59,54,60,50,10,58,164,54.7,31.6,52.6,16,6,200,278.9,247.4,310.5,284.2,315.8,263.2,305.3,287.9
Kenwood,39,19000,Arson,0,1,1,4,2,0,6,0,5,8,2.7,NA,NA,-16.7,85,0,5.3,5.3,21.1,10.5,0,31.6,26.3,14.2
Kenwood,39,19000,Burglary,42,42,28,48,56,61,84,3,85,201,67,100,102.4,1.2,27,221.1,221.1,147.4,252.6,294.7,321.1,442.1,447.4,352.6
Kenwood,39,19000,Criminal Sexual Abuse,8,8,4,7,3,21,8,1,9,32,10.7,0,12.5,12.5,-16,42.1,42.1,21.1,36.8,15.8,110.5,42.1,47.4,56.3
Kenwood,39,19000,Criminal Sexual Assault,14,6,10,13,8,16,11,0,10,35,11.7,-21.4,-28.6,-9.1,-15,73.7,31.6,52.6,68.4,42.1,84.2,57.9,52.6,61.6
Kenwood,39,19000,Disorderly Conduct,3,1,3,2,3,4,7,0,5,14,4.7,133.3,66.7,-28.6,6,15.8,5.3,15.8,10.5,15.8,21.1,36.8,26.3,24.7
Kenwood,39,19000,Drug Abuse,15,8,3,8,11,6,13,1,13,30,10,-13.3,-13.3,0,30,78.9,42.1,15.8,42.1,57.9,31.6,68.4,68.4,52.6
Kenwood,39,19000,Embezzlement,0,1,0,0,1,2,1,0,1,4,1.3,NA,NA,0,-23,0,5.3,0,0,5.3,10.5,5.3,5.3,6.8
Kenwood,39,19000,Forgery & Counterfeiting,7,4,2,5,3,5,8,0,7,16,5.3,14.3,0,-12.5,32,36.8,21.1,10.5,26.3,15.8,26.3,42.1,36.8,27.9
Kenwood,39,19000,Fraud,129,130,122,111,133,112,99,4,96,344,114.7,-23.3,-25.6,-3,-16,678.9,684.2,642.1,584.2,700,589.5,521.1,505.3,603.7
Kenwood,39,19000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Kenwood,39,19000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Kenwood,39,19000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Kenwood,39,19000,Liquor License,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,5.3,0,0,1.6
Kenwood,39,19000,Misc Non-Index Offense,164,140,148,154,181,175,184,14,177,540,180,12.2,7.9,-3.8,-2,863.2,736.8,778.9,810.5,952.6,921.1,968.4,931.6,947.4
Kenwood,39,19000,Motor Vehicle Theft,54,74,93,256,318,278,194,17,200,790,263.3,259.3,270.4,3.1,-24,284.2,389.5,489.5,1347.4,1673.7,1463.2,1021.1,1052.6,1385.8
Kenwood,39,19000,Murder,1,0,2,8,3,2,0,0,0,5,1.7,-100,-100,NA,-100,5.3,0,10.5,42.1,15.8,10.5,0,0,8.9
Kenwood,39,19000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Kenwood,39,19000,Offenses Against Family,9,5,7,6,6,8,5,1,6,19,6.3,-44.4,-33.3,20,-5,47.4,26.3,36.8,31.6,31.6,42.1,26.3,31.6,33.2
Kenwood,39,19000,Prostitution,1,0,1,0,2,1,0,0,0,3,1,-100,-100,NA,-100,5.3,0,5.3,0,10.5,5.3,0,0,5.3
Kenwood,39,19000,Robbery,42,36,74,57,100,58,31,1,31,189,63,-26.2,-26.2,0,-51,221.1,189.5,389.5,300,526.3,305.3,163.2,163.2,331.6
Kenwood,39,19000,Simple Assault,89,92,98,107,126,154,137,8,131,417,139,53.9,47.2,-4.4,-6,468.4,484.2,515.8,563.2,663.2,810.5,721.1,689.5,731.6
Kenwood,39,19000,Simple Battery,207,181,185,256,239,262,276,30,287,777,259,33.3,38.6,4,11,1089.5,952.6,973.7,1347.4,1257.9,1378.9,1452.6,1510.5,1363.2
Kenwood,39,19000,Stolen Property,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Kenwood,39,19000,Theft,268,175,197,240,278,360,374,22,369,1012,337.3,39.6,37.7,-1.3,9,1410.5,921.1,1036.8,1263.2,1463.2,1894.7,1968.4,1942.1,1775.3
Kenwood,39,19000,Theft Over $500,97,77,97,177,175,146,134,6,128,455,151.7,38.1,32,-4.5,-16,510.5,405.3,510.5,931.6,921.1,768.4,705.3,673.7,798.4
Kenwood,39,19000,Vandalism,150,127,134,231,280,279,326,14,321,885,295,117.3,114,-1.5,9,789.5,668.4,705.3,1215.8,1473.7,1468.4,1715.8,1689.5,1552.6
Kenwood,39,19000,Weapons Violation,19,17,31,32,38,36,29,4,31,103,34.3,52.6,63.2,6.9,-10,100,89.5,163.2,168.4,200,189.5,152.6,163.2,180.5
Lincoln Square,4,40000,Aggravated Assault,24,29,28,36,47,30,33,1,28,110,36.7,37.5,16.7,-15.2,-24,60,72.5,70,90,117.5,75,82.5,70,91.8
Lincoln Square,4,40000,Aggravated Battery,34,25,24,27,45,24,28,3,28,97,32.3,-17.6,-17.6,0,-13,85,62.5,60,67.5,112.5,60,70,70,80.8
Lincoln Square,4,40000,Arson,0,1,0,3,2,1,1,0,1,4,1.3,NA,NA,0,-23,0,2.5,0,7.5,5,2.5,2.5,2.5,3.3
Lincoln Square,4,40000,Burglary,97,102,85,94,126,111,95,10,101,332,110.7,-2.1,4.1,6.3,-9,242.5,255,212.5,235,315,277.5,237.5,252.5,276.8
Lincoln Square,4,40000,Criminal Sexual Abuse,19,7,12,12,21,14,24,3,25,59,19.7,26.3,31.6,4.2,27,47.5,17.5,30,30,52.5,35,60,62.5,49.2
Lincoln Square,4,40000,Criminal Sexual Assault,30,16,14,26,26,13,16,2,17,55,18.3,-46.7,-43.3,6.2,-7,75,40,35,65,65,32.5,40,42.5,45.8
Lincoln Square,4,40000,Disorderly Conduct,8,2,1,4,3,7,3,0,3,13,4.3,-62.5,-62.5,0,-30,20,5,2.5,10,7.5,17.5,7.5,7.5,10.8
Lincoln Square,4,40000,Drug Abuse,18,15,8,9,21,9,13,0,11,43,14.3,-27.8,-38.9,-15.4,-23,45,37.5,20,22.5,52.5,22.5,32.5,27.5,35.8
Lincoln Square,4,40000,Embezzlement,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lincoln Square,4,40000,Forgery & Counterfeiting,19,12,15,31,11,16,4,1,5,31,10.3,-78.9,-73.7,25,-51,47.5,30,37.5,77.5,27.5,40,10,12.5,25.8
Lincoln Square,4,40000,Fraud,192,256,210,207,205,171,174,12,171,550,183.3,-9.4,-10.9,-1.7,-7,480,640,525,517.5,512.5,427.5,435,427.5,458.3
Lincoln Square,4,40000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lincoln Square,4,40000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lincoln Square,4,40000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lincoln Square,4,40000,Liquor License,2,6,0,2,4,2,0,1,1,6,2,-100,-50,NA,-50,5,15,0,5,10,5,0,2.5,5
Lincoln Square,4,40000,Misc Non-Index Offense,162,122,147,195,174,198,186,19,191,558,186,14.8,17.9,2.7,3,405,305,367.5,487.5,435,495,465,477.5,465
Lincoln Square,4,40000,Motor Vehicle Theft,63,88,43,96,181,162,90,11,90,433,144.3,42.9,42.9,0,-38,157.5,220,107.5,240,452.5,405,225,225,360.8
Lincoln Square,4,40000,Murder,0,1,2,2,0,0,1,0,1,1,0.3,NA,NA,0,233,0,2.5,5,5,0,0,2.5,2.5,0.7
Lincoln Square,4,40000,Obscenity,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,2.5,2.5,0.7
Lincoln Square,4,40000,Offenses Against Family,8,7,6,8,4,4,6,0,6,14,4.7,-25,-25,0,28,20,17.5,15,20,10,10,15,15,11.8
