category,description,month,count,rollavg_3month
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2020-03-01,100,37
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2020-04-01,112,73
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2020-05-01,135,116
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2020-06-01,117,121
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2020-07-01,128,127
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2020-08-01,121,122
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2020-09-01,106,118
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2020-10-01,100,109
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2020-11-01,103,103
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2020-12-01,93,99
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-01-01,83,93
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-02-01,91,89
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-03-01,86,87
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-04-01,106,94
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-05-01,106,99
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-06-01,111,108
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-07-01,120,112
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-08-01,126,119
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-09-01,143,130
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-10-01,114,128
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-11-01,105,121
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2021-12-01,103,107
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-01-01,80,96
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-02-01,85,89
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-03-01,104,90
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-04-01,100,96
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-05-01,118,107
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-06-01,117,112
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-07-01,135,123
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-08-01,135,129
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-09-01,125,132
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-10-01,115,125
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-11-01,112,117
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2022-12-01,105,111
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-01-01,112,110
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-02-01,98,105
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-03-01,103,104
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-04-01,120,107
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-05-01,140,121
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-06-01,136,132
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-07-01,145,140
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-08-01,159,147
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-09-01,148,151
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-10-01,135,147
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-11-01,158,147
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2023-12-01,149,147
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-01-01,134,147
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-02-01,126,136
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-03-01,151,137
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-04-01,152,143
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-05-01,145,149
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-06-01,154,150
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-07-01,143,147
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-08-01,166,154
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-09-01,141,150
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-10-01,154,154
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-11-01,123,139
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2024-12-01,117,131
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2025-01-01,120,120
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2025-02-01,102,113
Aggravated Assault,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,2025-03-01,24,82
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2019-05-01,1,NA
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2019-07-01,1,NA
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2019-09-01,1,1
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2019-11-01,1,1
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2019-12-01,1,1
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-01-01,3,2
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-02-01,6,3
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-03-01,67,25
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-04-01,52,42
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-05-01,62,60
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-06-01,98,71
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-07-01,97,86
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-08-01,85,93
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-09-01,82,88
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-10-01,99,89
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-11-01,68,83
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2020-12-01,58,75
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-01-01,64,63
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-02-01,72,65
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-03-01,79,72
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-04-01,86,79
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-05-01,94,86
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-06-01,93,91
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-07-01,106,98
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-08-01,105,101
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-09-01,105,105
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-10-01,81,97
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-11-01,73,86
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2021-12-01,81,78
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-01-01,64,73
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-02-01,38,61
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-03-01,74,59
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-04-01,78,63
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-05-01,93,82
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-06-01,119,97
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-07-01,94,102
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-08-01,113,109
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-09-01,82,96
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-10-01,97,97
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-11-01,54,78
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2022-12-01,72,74
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-01-01,64,63
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-02-01,56,64
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-03-01,86,69
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-04-01,82,75
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-05-01,97,88
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-06-01,110,96
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-07-01,94,100
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-08-01,100,101
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-09-01,103,99
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-10-01,85,96
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-11-01,81,90
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2023-12-01,75,80
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-01-01,74,77
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-02-01,77,75
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-03-01,86,79
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-04-01,76,80
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-05-01,103,88
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-06-01,90,90
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-07-01,95,96
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-08-01,114,100
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-09-01,114,108
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-10-01,116,115
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-11-01,101,110
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2024-12-01,58,92
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2025-01-01,58,72
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2025-02-01,62,59
Aggravated Assault,AGGRAVATED - OTHER DANGEROUS WEAPON,2025-03-01,19,46
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2019-11-01,2,NA
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2019-12-01,1,NA
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2020-02-01,1,1
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2020-03-01,6,3
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2020-04-01,6,4
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2020-05-01,11,8
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2020-06-01,10,9
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2020-07-01,13,11
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2020-08-01,9,11
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2020-09-01,7,10
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2020-10-01,15,10
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2020-11-01,10,11
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2020-12-01,8,11
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-01-01,8,9
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-02-01,10,9
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-03-01,7,8
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-04-01,11,9
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-05-01,10,9
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-06-01,17,13
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-07-01,19,15
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-08-01,14,17
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-09-01,16,16
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-10-01,10,13
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-11-01,11,12
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2021-12-01,6,9
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-01-01,9,9
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-02-01,9,8
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-03-01,12,10
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-04-01,11,11
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-05-01,9,11
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-06-01,15,12
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-07-01,18,14
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-08-01,22,18
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-09-01,9,16
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-10-01,13,15
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-11-01,7,10
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2022-12-01,15,12
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-01-01,8,10
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-02-01,10,11
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-03-01,16,11
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-04-01,15,14
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-05-01,19,17
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-06-01,20,18
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-07-01,16,18
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-08-01,17,18
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-09-01,14,16
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-10-01,17,16
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-11-01,19,17
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2023-12-01,16,17
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-01-01,16,17
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-02-01,16,16
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-03-01,12,15
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-04-01,14,14
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-05-01,20,15
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-06-01,19,18
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-07-01,14,18
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-08-01,13,15
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-09-01,17,15
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-10-01,16,15
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-11-01,11,15
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2024-12-01,22,16
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2025-01-01,9,14
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2025-02-01,11,14
Aggravated Assault,AGGRAVATED - OTHER FIREARM,2025-03-01,7,9
Aggravated Assault,AGGRAVATED PO: HANDGUN,2019-01-01,8,NA
Aggravated Assault,AGGRAVATED PO: HANDGUN,2019-02-01,4,NA
Aggravated Assault,AGGRAVATED PO: HANDGUN,2019-03-01,2,5
Aggravated Assault,AGGRAVATED PO: HANDGUN,2019-04-01,3,3
Aggravated Assault,AGGRAVATED PO: HANDGUN,2019-05-01,3,3
